NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.0755599394427924,0.20878145842037188
2,I(OTH_EMP + OFF_EMP),0,0.6795129436350699,0.5219808517766613
3,OFF_EMP,0.45842733428772603,0.41011261482542494,0.29379639484699915
4,OTH_EMP,1.8311150616885796,0.4082431039356213,0.30653520936152445
5,RET_EMP,0.6018362966463666,3.839433638044703,5.196714406126454
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
