NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.8697587878350892,0.21444426591303445
2,I(OTH_EMP + OFF_EMP),0,0.8649708785844764,0.6504513591050568
3,OFF_EMP,0.4795014519296926,0.4158354934312404,0.29695484459007354
4,OTH_EMP,1.4263800380811098,0.4168871537694196,0.2757194296014976
5,RET_EMP,0.5638359303577276,4.09383534945957,5.987806870149804
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
