NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.8605484840711287,0.2507535790427302
2,I(OTH_EMP + OFF_EMP),0,0.8420948649247891,0.6149051595577969
3,OFF_EMP,0.5360560873730127,0.38650827150219075,0.28268055640145107
4,OTH_EMP,1.6811148205086486,0.3770123000204502,0.28113180053326853
5,RET_EMP,0.6588236682693882,3.9625209216540935,5.339090940005936
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
