NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.0135519503117247,0.20127690924351874
2,I(OTH_EMP + OFF_EMP),0,0.7666971477843937,0.5473149057788157
3,OFF_EMP,0.3926997832828252,0.44157155625899797,0.23932141053675376
4,OTH_EMP,1.5794803896800738,0.38827329083133194,0.27776790822859854
5,RET_EMP,0.5922739457831253,4.316447941822732,5.2885747551693125
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
