NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.0171965527363238,0.20382432552815163
2,I(OTH_EMP + OFF_EMP),0,0.8332978099237396,0.5727905978288894
3,OFF_EMP,0.44805785874728477,0.47534557066861227,0.27143602610245887
4,OTH_EMP,1.5891772227774361,0.3648156162286084,0.24698063628036548
5,RET_EMP,0.5723941551552831,4.52741035677608,4.945079664805902
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
