NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.0242485349638129,0.1670368571859993
2,I(OTH_EMP + OFF_EMP),0,0.7617682330924356,0.5983060514084875
3,OFF_EMP,0.516235730887443,0.4033629138940763,0.33132161136517196
4,OTH_EMP,1.439830704652949,0.4278070599841796,0.2898927682016917
5,RET_EMP,0.5541186887532227,3.4508106859966876,5.375856230204706
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
