NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.9790683597479967,0.24943377399623318
2,I(OTH_EMP + OFF_EMP),0,0.8748647723031697,0.5157893990636394
3,OFF_EMP,0.4459632204905734,0.455390654903936,0.27161191375303545
4,OTH_EMP,2.04093251816995,0.3965440726833651,0.3008600031132802
5,RET_EMP,0.5071165744442593,4.1596675343211755,4.439493050591011
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
