NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.9415675233417091,0.19529530992055563
2,I(OTH_EMP + OFF_EMP),0,1.0180650236169204,0.5765033130985986
3,OFF_EMP,0.450857370403829,0.39746943929240475,0.275805426294018
4,OTH_EMP,1.6637292567031283,0.4234910884973515,0.2663452957234313
5,RET_EMP,0.6004043674563284,4.226541513959272,5.445867707643351
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
