NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.859783086862966,0.18940272644741526
2,I(OTH_EMP + OFF_EMP),0,0.8355831559373833,0.5261519949425445
3,OFF_EMP,0.41881676804366663,0.354738084747269,0.24898597062116135
4,OTH_EMP,1.4838555293586446,0.4053533990596895,0.318160775842253
5,RET_EMP,0.6640562274352421,4.255242310121778,4.712608680807759
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
