NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.0358618524037748,0.22278671022684918
2,I(OTH_EMP + OFF_EMP),0,0.9109788478452103,0.7166185893003625
3,OFF_EMP,0.5052331267613597,0.41929217259165413,0.3131621286109059
4,OTH_EMP,1.518084909322115,0.4682778152645128,0.2977844547554404
5,RET_EMP,0.5782057102326155,3.5926244031620658,4.9136626490837925
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
