NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.0911788299575265,0.22165210620459858
2,I(OTH_EMP + OFF_EMP),0,0.7840885322718291,0.5552172096717011
3,OFF_EMP,0.41391658768094813,0.45399067412437044,0.29776811824060684
4,OTH_EMP,2.011823351578129,0.4530984746833072,0.28522615175375443
5,RET_EMP,0.5673921146424652,3.2177953760595637,5.816549740550209
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
