NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.9958283922683842,0.1909952315055903
2,I(OTH_EMP + OFF_EMP),0,0.8408314267688543,0.45660332521722746
3,OFF_EMP,0.4361478546602284,0.4003496884470693,0.2898684707539474
4,OTH_EMP,1.8114754752345494,0.38361122790024677,0.25463096812987096
5,RET_EMP,0.6078993178435443,3.4168547799941087,4.469041121660928
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
