NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.0334648073028834,0.2315946131523794
2,I(OTH_EMP + OFF_EMP),0,0.69360684305642,0.5149546979137142
3,OFF_EMP,0.45657929892279275,0.5003844421157597,0.35231710573937614
4,OTH_EMP,1.610813496306697,0.4408312813647092,0.2907272256016882
5,RET_EMP,0.6798534570104838,3.939531393135606,5.887883564229166
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
