NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.0264695136253101,0.22413235309375473
2,I(OTH_EMP + OFF_EMP),0,0.6402923496644468,0.6096057515053831
3,OFF_EMP,0.4354389158044556,0.40607558881380496,0.28766741770213594
4,OTH_EMP,1.65147610896344,0.41210575185426157,0.3151699630937337
5,RET_EMP,0.5182330872790085,3.355108440329,6.12168544258752
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
