NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.9398239200392418,0.17781423498209453
2,I(OTH_EMP + OFF_EMP),0,0.7958540473225764,0.58640117197583
3,OFF_EMP,0.4234027498243667,0.34847454453650206,0.29440371850438096
4,OTH_EMP,1.7055537945468444,0.4447197480344169,0.28938086756662695
5,RET_EMP,0.6172320619778978,3.7997113067570467,5.3598692559954495
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
