NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.1121653298819312,0.24531633777927941
2,I(OTH_EMP + OFF_EMP),0,0.7585867291914323,0.68883453283403
3,OFF_EMP,0.42936689156419794,0.40770347373604005,0.2925934217008354
4,OTH_EMP,1.8676375307736435,0.3996411280857051,0.3195561784192154
5,RET_EMP,0.6807568018766921,3.2864933190808916,5.179164976730548
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
