NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.9563436891126583,0.1718789123172316
2,I(OTH_EMP + OFF_EMP),0,0.7566480510579763,0.5514273989729802
3,OFF_EMP,0.4018056359193679,0.4259256438980828,0.3106841241472433
4,OTH_EMP,1.3491978816951438,0.36307191627027124,0.2677251531276939
5,RET_EMP,0.717015242247508,3.920180001846376,5.319618801737428
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
