NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.9164272458353032,0.2159108138309465
2,I(OTH_EMP + OFF_EMP),0,0.7389866660611003,0.4905907674164625
3,OFF_EMP,0.38410210251794014,0.49688856901173706,0.23763279372311508
4,OTH_EMP,1.7689591112689174,0.3796676793159792,0.27240135796988835
5,RET_EMP,0.5393361300959862,4.449265800072128,5.714174126889325
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
