NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.045718047427759,0.20757339232562752
2,I(OTH_EMP + OFF_EMP),0,0.6489365319105163,0.5908902984972866
3,OFF_EMP,0.46437117792034577,0.3891943007888278,0.2810774042010599
4,OTH_EMP,1.4584210496686305,0.4460081387664265,0.27500478003668705
5,RET_EMP,0.6409780535816804,4.2004626232641025,5.075767972746714
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
