NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.108507126852718,0.20185747576975993
2,I(OTH_EMP + OFF_EMP),0,0.940084168839546,0.5288442684229852
3,OFF_EMP,0.4723960838512753,0.42443734808839306,0.2213964999391548
4,OTH_EMP,1.7287096740079242,0.4625177058587734,0.26157666991574374
5,RET_EMP,0.7014197095543149,3.6322208029353087,5.0620782870438985
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
