NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.903789231721048,0.21792910610908184
2,I(OTH_EMP + OFF_EMP),0,0.7785264395794638,0.5933673998211576
3,OFF_EMP,0.39857418390236127,0.3932379559542062,0.3038800443128052
4,OTH_EMP,1.9405462278188839,0.4523631024728016,0.2966459713575099
5,RET_EMP,0.5567241309968731,3.8829089394869465,4.692820801288358
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
