NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.0698154265594282,0.22351437290521708
2,I(OTH_EMP + OFF_EMP),0,0.79860056593716,0.5741827475487322
3,OFF_EMP,0.38055042313578713,0.4497461156581116,0.29062840888408886
4,OTH_EMP,1.6889885577531443,0.37730236821177404,0.2559634641063
5,RET_EMP,0.5426171760708776,3.3095395450167544,5.313612578133379
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
