NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.0867799299333458,0.18811352383639213
2,I(OTH_EMP + OFF_EMP),0,0.8015635908829719,0.5016443117718173
3,OFF_EMP,0.370403950479563,0.3989535143060288,0.27910854486075676
4,OTH_EMP,1.762042801446635,0.3866589863092053,0.28247479409374177
5,RET_EMP,0.6841427041753635,3.22143546900854,5.6298684309582345
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
