NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.9261838253040047,0.2149695939659807
2,I(OTH_EMP + OFF_EMP),0,0.7748326372803988,0.5851898712673934
3,OFF_EMP,0.4269351056284719,0.42139311885117425,0.29894902500328346
4,OTH_EMP,1.8456307681326647,0.4213337088209324,0.2721027408628471
5,RET_EMP,0.6247730556524597,3.419610183960529,5.0238907294575625
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
