NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.7241145114263435,0.1906058081951993
2,I(OTH_EMP + OFF_EMP),0,0.898470554343707,0.5772426806400789
3,OFF_EMP,0.3969701482986741,0.3755696790602084,0.2841702394650182
4,OTH_EMP,1.6348319860085299,0.4025775904983737,0.2671022264559256
5,RET_EMP,0.5865058514999838,3.5413181517293997,4.551702315794347
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
