NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.1895948381424444,0.2151805826232342
2,I(OTH_EMP + OFF_EMP),0,0.8169311427452226,0.5199754407794196
3,OFF_EMP,0.5194127945569713,0.3527772541948375,0.3286539457468085
4,OTH_EMP,1.456563972993086,0.39407500388605243,0.3032063079121713
5,RET_EMP,0.631465010856827,3.637399686832341,4.430624332565543
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
