NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.2055762740639047,0.19472106258406902
2,I(OTH_EMP + OFF_EMP),0,0.771854964086704,0.4842688776638564
3,OFF_EMP,0.4885917259101703,0.4220626059257008,0.3353182263885611
4,OTH_EMP,1.6973401122419547,0.4149918698629806,0.2998095156050632
5,RET_EMP,0.666102617189501,3.0535748948689054,5.453168351275873
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
