NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.9296558542514828,0.21061702190358403
2,I(OTH_EMP + OFF_EMP),0,0.8136867681526415,0.6007118150826523
3,OFF_EMP,0.5285952912173525,0.37357618388496194,0.25214073626187783
4,OTH_EMP,1.7833109037998358,0.43050109934574887,0.3054945505819223
5,RET_EMP,0.5791873429536052,5.009590865696457,4.826313177558958
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
