NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.944515072285796,0.21399369290961046
2,I(OTH_EMP + OFF_EMP),0,0.8224054422144008,0.558346691198103
3,OFF_EMP,0.49085171965599617,0.3884989942281937,0.28683075099508526
4,OTH_EMP,1.6389454128919172,0.4367266011571934,0.29595521002015557
5,RET_EMP,0.6096991936006185,3.497278742185914,4.5368555089282365
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
