NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.2213574866139874,0.21670091903078287
2,I(OTH_EMP + OFF_EMP),0,0.8120194701324751,0.6321582934120114
3,OFF_EMP,0.41568933437986694,0.38200590625926867,0.21203016261906094
4,OTH_EMP,1.5896786858615086,0.3848687589798354,0.27138136215849135
5,RET_EMP,0.6465811334133333,4.542468680525719,5.540686095107544
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
