NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.00049460882524,0.23741770674949053
2,I(OTH_EMP + OFF_EMP),0,0.6667292524033984,0.6416172651593224
3,OFF_EMP,0.4406278400121355,0.4332912380424431,0.3133251050713244
4,OTH_EMP,1.6559067101492855,0.3603916455830729,0.35171660466923926
5,RET_EMP,0.5123447270515873,3.9792641965096793,5.184504405784025
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
