NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.043147706143829,0.19182152922222948
2,I(OTH_EMP + OFF_EMP),0,0.8057505129318103,0.600543896012919
3,OFF_EMP,0.4452467132749017,0.3189946222164224,0.27843242051893574
4,OTH_EMP,1.5255001284271226,0.4127756075647635,0.30342161744912816
5,RET_EMP,0.7295309895577626,4.125006018567673,5.226314407418462
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
