NVAR,VAR,HBW,HBO,NHB
1,HH,0,1.1390427237906615,0.18560691075405172
2,I(OTH_EMP + OFF_EMP),0,0.7963532293356442,0.509918366714885
3,OFF_EMP,0.48154080692902135,0.4297576133824043,0.25699914084127795
4,OTH_EMP,1.6849830361151152,0.40359521154938394,0.26344584721776965
5,RET_EMP,0.5992345390861632,3.7241657460284983,4.343561894385856
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
