NVAR,VAR,HBW,HBO,NHB
1,HH,0,0.9358545791836087,0.16499848887647744
2,I(OTH_EMP + OFF_EMP),0,0.9339202458381155,0.5337368615760066
3,OFF_EMP,0.43794272738430956,0.3701717892752822,0.3426860293628074
4,OTH_EMP,1.6663241304528358,0.3951370023792128,0.27600868474162493
5,RET_EMP,0.5682895027680427,4.390390909117212,6.02221560281368
6,DISTCAP,70,40,40
7,CLSUM,1,1,1
8,CDIST,-0.0801,-0.1728,-0.1157
0,CDISTSQ,0.0026,0.0034,0.0035
10,CDISTCUB,-9e-6,-1.1e-5,-1.33e-5
11,CLNDIST,0,0,0
12,KINTRAZ,0,0,0
13,KDIST01,0,0,0
14,KDIST12,0,0,0
15,KDIST23,0,0,0
16,KDIST34,0,0,0
17,KDIST45,0,0,0
18,KDIST56,0,0,0
19,KDIST67,0,0,0
